Id,Neighborhood,HouseStyle,YearBuilt,Exterior1st,ExterQual,Functional,MoSold,SaleType,SaleCondition,SalePrice
1338,OldTown,1Story,1941,Wd Sdng,TA,Typ,3,WD,Normal,52500
1340,CollgCr,1Story,1972,MetalSd,TA,Typ,6,WD,Normal,128500
1346,OldTown,1Story,1920,MetalSd,TA,Typ,7,WD,Normal,108500
1347,NWAmes,1Story,1968,BrkFace,TA,Typ,6,WD,Normal,262500
1377,SWISU,1Story,1930,Wd Sdng,TA,Typ,4,WD,Normal,91000
1381,Edwards,1Story,1914,Stucco,TA,Typ,6,WD,Normal,58500
1384,Sawyer,1Story,1918,Wd Sdng,TA,Typ,8,WD,Normal,112000
1422,NPkVill,1Story,1977,Plywood,TA,Typ,7,WD,Normal,127500
1432,NPkVill,1Story,1976,Plywood,TA,Typ,10,WD,Normal,143750
1433,OldTown,1Story,1927,Wd Sdng,TA,Typ,8,WD,Normal,64500
1435,Mitchel,1Story,1977,BrkFace,TA,Typ,5,WD,Normal,160000
1439,OldTown,1Story,1957,MetalSd,TA,Typ,4,WD,Normal,149700
11,Sawyer,1Story,1965,HdBoard,TA,Typ,2,WD,Normal,129500
13,Sawyer,1Story,1962,HdBoard,TA,Typ,9,WD,Normal,144000
32,Sawyer,1Story,1966,HdBoard,TA,Typ,6,WD,Normal,149350
50,Sawyer,1Story,1966,HdBoard,TA,Typ,1,WD,Normal,127000
60,CollgCr,1Story,1972,HdBoard,TA,Typ,1,WD,Normal,124900
72,Mitchel,1Story,1982,HdBoard,TA,Typ,6,WD,Normal,129500
79,Sawyer,1Story,1968,HdBoard,TA,Typ,4,WD,Normal,136500
98,Edwards,1Story,1965,HdBoard,TA,Typ,5,WD,Normal,94750
125,NWAmes,1Story,1979,HdBoard,TA,Typ,1,WD,Normal,181000
151,CollgCr,1Story,1975,HdBoard,TA,Typ,1,WD,Normal,122000
195,CollgCr,1Story,1972,HdBoard,TA,Typ,5,WD,Normal,127000
206,Gilbert,1Story,1990,HdBoard,TA,Typ,5,WD,Normal,180500
229,Sawyer,1Story,1967,HdBoard,TA,Typ,5,WD,Normal,125000
234,CollgCr,1Story,1976,HdBoard,TA,Typ,2,WD,Normal,128200
270,Edwards,1Story,1976,HdBoard,TA,Typ,5,WD,Normal,148000
275,Mitchel,1Story,1982,HdBoard,TA,Typ,6,WD,Normal,124500
357,Gilbert,1Story,1992,HdBoard,TA,Typ,7,WD,Normal,173000
423,Mitchel,1Story,1954,HdBoard,TA,Typ,2,WD,Normal,113000
430,Timber,1Story,1988,HdBoard,TA,Typ,3,WD,Normal,175000
456,NWAmes,1Story,1973,HdBoard,TA,Typ,9,WD,Normal,175500
465,CollgCr,1Story,1978,HdBoard,TA,Typ,8,WD,Normal,124000
476,Sawyer,1Story,1963,HdBoard,TA,Typ,7,WD,Normal,132500
485,Sawyer,1Story,1962,HdBoard,TA,Typ,3,WD,Normal,132500
499,Sawyer,1Story,1967,HdBoard,TA,Typ,6,WD,Normal,130000
562,Mitchel,1Story,1974,HdBoard,TA,Typ,4,WD,Normal,170000
593,Mitchel,1Story,1982,HdBoard,TA,Typ,6,WD,Normal,138000
595,CollgCr,1Story,1975,HdBoard,TA,Typ,4,WD,Normal,110000
668,SawyerW,1Story,1994,HdBoard,TA,Typ,10,WD,Normal,193500
696,Timber,1Story,1987,HdBoard,TA,Typ,7,WD,Normal,176000
714,BrkSide,1Story,1970,HdBoard,TA,Typ,5,WD,Normal,129000
716,NWAmes,1Story,1974,HdBoard,TA,Typ,8,WD,Normal,165000
718,NWAmes,1Story,1973,HdBoard,TA,Typ,11,WD,Normal,157000
720,CollgCr,1Story,1969,HdBoard,TA,Typ,5,WD,Normal,128500
734,Sawyer,1Story,1961,HdBoard,TA,Typ,3,WD,Normal,131400
742,Sawyer,1Story,1961,HdBoard,TA,Typ,5,WD,Normal,142000
778,Sawyer,1Story,1974,HdBoard,TA,Typ,6,WD,Normal,142500
781,Gilbert,1Story,1995,HdBoard,TA,Typ,6,WD,Normal,176000
811,NWAmes,1Story,1974,HdBoard,TA,Typ,1,WD,Normal,181000
848,CollgCr,1Story,1972,HdBoard,TA,Typ,8,WD,Normal,133500
856,Sawyer,1Story,1962,HdBoard,TA,Typ,4,WD,Normal,127000
863,SawyerW,1Story,1984,HdBoard,TA,Typ,5,WD,Normal,152000
877,Mitchel,1Story,1963,HdBoard,TA,Typ,1,WD,Normal,132250
893,Sawyer,1Story,1963,HdBoard,TA,Typ,2,WD,Normal,154500
900,Sawyer,1Story,1961,HdBoard,TA,Typ,6,WD,Normal,135000
905,Sawyer,1Story,1967,HdBoard,TA,Typ,8,WD,Normal,125500
909,Mitchel,1Story,1983,HdBoard,TA,Typ,6,WD,Normal,131000
912,CollgCr,1Story,1977,HdBoard,TA,Typ,10,WD,Normal,143500
944,Mitchel,1Story,1967,HdBoard,TA,Typ,6,WD,Normal,143000
998,NWAmes,1Story,1970,HdBoard,TA,Typ,2,WD,Normal,185000
1082,Sawyer,1Story,1963,HdBoard,TA,Typ,6,WD,Normal,133000
1152,Edwards,1Story,1959,HdBoard,TA,Typ,11,WD,Normal,149900
1177,Mitchel,1Story,1984,HdBoard,TA,Typ,10,WD,Normal,119500
1200,Sawyer,1Story,1963,HdBoard,TA,Typ,10,WD,Normal,148000
1205,NWAmes,1Story,1975,HdBoard,TA,Typ,7,WD,Normal,153500
1207,SawyerW,1Story,1966,HdBoard,TA,Typ,11,WD,Normal,107000
1222,Sawyer,1Story,1968,HdBoard,TA,Typ,8,WD,Normal,134000
1253,Mitchel,1Story,1968,HdBoard,TA,Typ,11,WD,Normal,130000
1273,Sawyer,1Story,1965,HdBoard,TA,Typ,11,WD,Normal,137000
1282,Timber,1Story,1990,HdBoard,TA,Typ,7,WD,Normal,180000
1283,CollgCr,1Story,1977,HdBoard,TA,Typ,9,WD,Normal,150500
1287,NWAmes,1Story,1963,HdBoard,TA,Typ,6,WD,Normal,143000
1310,SawyerW,1Story,1991,HdBoard,TA,Typ,6,WD,Normal,179200
1408,Mitchel,1Story,1985,HdBoard,TA,Typ,3,WD,Normal,112000
1447,Mitchel,1Story,1962,HdBoard,TA,Typ,4,WD,Normal,157900
15,NAmes,1Story,1960,MetalSd,TA,Typ,5,WD,Normal,157000
17,NAmes,1Story,1970,Wd Sdng,TA,Typ,3,WD,Normal,149000
27,NAmes,1Story,1951,Wd Sdng,TA,Typ,5,WD,Normal,134800
29,NAmes,1Story,1957,MetalSd,TA,Typ,12,WD,Normal,207500
34,NAmes,1Story,1959,BrkFace,TA,Typ,4,WD,Normal,165500
38,NAmes,1Story,1954,Wd Sdng,TA,Typ,10,WD,Normal,153000
45,NAmes,1Story,1959,BrkFace,TA,Typ,5,WD,Normal,141000
56,NAmes,1Story,1964,HdBoard,TA,Typ,7,WD,Normal,180500
71,NAmes,1Story,1973,Plywood,TA,Typ,2,WD,Normal,244000
74,NAmes,1Story,1954,Wd Sdng,TA,Typ,5,WD,Normal,144900
91,NAmes,1Story,1950,BrkFace,TA,Typ,7,WD,Normal,109900
100,NAmes,1Story,1959,Plywood,TA,Typ,1,WD,Normal,128950
123,NAmes,1Story,1958,MetalSd,TA,Typ,6,WD,Normal,136000
133,NAmes,1Story,1959,MetalSd,TA,Typ,7,WD,Normal,150750
137,NAmes,1Story,1967,MetalSd,TA,Typ,7,WD,Normal,143000
157,NAmes,1Story,1950,Wd Sdng,TA,Typ,6,WD,Normal,109500
172,NAmes,1Story,1960,BrkFace,TA,Typ,5,WD,Normal,215000
208,NAmes,1Story,1960,Wd Sdng,TA,Typ,4,WD,Normal,141000
210,NAmes,1Story,1964,HdBoard,TA,Typ,7,WD,Normal,145000
231,NAmes,1Story,1959,MetalSd,TA,Typ,4,WD,Normal,148000
248,NAmes,1Story,1954,Wd Sdng,TA,Typ,6,WD,Normal,140000
255,NAmes,1Story,1957,MetalSd,TA,Typ,6,WD,Normal,145000
288,NAmes,1Story,1971,HdBoard,TA,Typ,6,WD,Normal,88000
295,NAmes,1Story,1953,HdBoard,TA,Typ,10,WD,Normal,167000
328,NAmes,1Story,1960,Wd Sdng,TA,Typ,4,WD,Normal,145250
331,NAmes,1Story,1964,HdBoard,TA,Typ,11,WD,Normal,119000
332,NAmes,1Story,1958,Wd Sdng,TA,Typ,8,WD,Normal,139000
340,NAmes,1Story,1958,Wd Sdng,TA,Typ,6,WD,Normal,155000
343,NAmes,1Story,1949,Stucco,TA,Typ,5,WD,Normal,87500
347,NAmes,1Story,1960,MetalSd,TA,Typ,4,WD,Normal,151500
348,NAmes,1Story,1960,Wd Sdng,TA,Typ,12,WD,Normal,157500
367,NAmes,1Story,1963,Plywood,TA,Typ,7,WD,Normal,159000
369,NAmes,1Story,1954,HdBoard,TA,Typ,3,WD,Normal,132000
370,NAmes,1Story,1959,Wd Sdng,TA,Typ,3,WD,Normal,162000
393,NAmes,1Story,1959,MetalSd,TA,Typ,7,WD,Normal,106500
425,NAmes,1Story,1956,Wd Sdng,TA,Typ,5,WD,Normal,139000
428,NAmes,1Story,1957,MetalSd,TA,Typ,7,WD,Normal,109008
467,NAmes,1Story,1970,Plywood,TA,Typ,4,WD,Normal,167000
487,NAmes,1Story,1965,MetalSd,TA,Typ,6,WD,Normal,156000
494,NAmes,1Story,1960,BrkFace,TA,Typ,6,WD,Normal,155000
500,NAmes,1Story,1958,MetalSd,TA,Typ,6,WD,Normal,120000
510,NAmes,1Story,1959,MetalSd,TA,Typ,7,WD,Normal,124500
527,NAmes,1Story,1956,Wd Sdng,TA,Typ,6,WD,Normal,132000
557,NAmes,1Story,1957,Wd Sdng,TA,Typ,5,WD,Normal,141000
571,NAmes,1Story,1965,HdBoard,TA,Typ,11,WD,Normal,142600
581,NAmes,1Story,1960,Wd Sdng,TA,Typ,6,WD,Normal,181900
626,NAmes,1Story,1962,Wd Sdng,TA,Typ,2,WD,Normal,160000
634,NAmes,1Story,1954,Wd Sdng,TA,Typ,7,WD,Normal,139400
646,NAmes,1Story,1971,Plywood,TA,Typ,3,WD,Normal,143250
675,NAmes,1Story,1965,HdBoard,TA,Typ,7,WD,Normal,140000
723,NAmes,1Story,1970,MetalSd,TA,Typ,7,WD,Normal,124500
726,NAmes,1Story,1970,HdBoard,TA,Typ,11,WD,Normal,120500
737,NAmes,1Story,1950,Stucco,TA,Typ,7,WD,Normal,93500
755,NAmes,1Story,1969,Plywood,TA,Typ,7,WD,Normal,156000
761,NAmes,1Story,1959,Wd Sdng,TA,Typ,10,WD,Normal,127500
817,NAmes,1Story,1954,BrkFace,TA,Typ,7,WD,Normal,137000
831,NAmes,1Story,1957,HdBoard,TA,Typ,6,WD,Normal,166000
834,NAmes,1Story,1964,HdBoard,TA,Typ,2,WD,Normal,167000
844,NAmes,1Story,1961,BrkFace,TA,Typ,7,WD,Normal,141000
864,NAmes,1Story,1959,BrkFace,TA,Typ,7,WD,Normal,132500
866,NAmes,1Story,1970,MetalSd,TA,Typ,8,WD,Normal,148500
871,NAmes,1Story,1962,MetalSd,TA,Typ,8,WD,Normal,109500
885,NAmes,1Story,1967,HdBoard,TA,Typ,7,WD,Normal,100000
890,NAmes,1Story,1953,Wd Sdng,TA,Typ,2,WD,Normal,149500
901,NAmes,1Story,1971,HdBoard,TA,Typ,6,WD,Normal,110000
902,NAmes,1Story,1957,MetalSd,TA,Typ,5,WD,Normal,153000
906,NAmes,1Story,1954,HdBoard,TA,Typ,2,WD,Normal,128000
935,NAmes,1Story,1960,Wd Sdng,TA,Typ,11,WD,Normal,242000
968,NAmes,1Story,1955,Wd Sdng,TA,Typ,7,WD,Normal,135000
1007,NAmes,1Story,1970,Plywood,TA,Typ,3,WD,Normal,163500
1015,NAmes,1Story,1948,MetalSd,TA,Typ,11,WD,Normal,119200
1027,NAmes,1Story,1960,MetalSd,TA,Typ,4,WD,Normal,167500
1065,NAmes,1Story,1966,Plywood,TA,Typ,11,WD,Normal,154000
1071,NAmes,1Story,1956,MetalSd,TA,Typ,6,WD,Normal,135000
1084,NAmes,1Story,1964,HdBoard,TA,Typ,3,WD,Normal,160000
1091,NAmes,1Story,1950,BrkFace,TA,Typ,6,WD,Normal,92900
1094,NAmes,1Story,1965,MetalSd,TA,Typ,10,WD,Normal,146000
1095,NAmes,1Story,1956,MetalSd,TA,Typ,5,WD,Normal,129000
1102,NAmes,1Story,1971,HdBoard,TA,Typ,7,WD,Normal,119500
1104,NAmes,1Story,1959,BrkFace,TA,Typ,7,WD,Normal,159500
1113,NAmes,1Story,1957,WdShing,TA,Typ,7,WD,Normal,129900
1114,NAmes,1Story,1953,Wd Sdng,TA,Typ,5,WD,Normal,134500
1120,NAmes,1Story,1959,BrkFace,TA,Typ,7,WD,Normal,133700
1126,NAmes,1Story,1955,Plywood,TA,Typ,11,WD,Normal,115000
1151,NAmes,1Story,1950,BrkFace,TA,Typ,11,WD,Normal,124000
1172,NAmes,1Story,1958,MetalSd,TA,Typ,11,WD,Normal,163000
1209,NAmes,1Story,1962,MetalSd,TA,Typ,10,WD,Normal,140000
1233,NAmes,1Story,1962,HdBoard,TA,Typ,3,WD,Normal,101800
1250,NAmes,1Story,1950,MetalSd,TA,Typ,5,WD,Normal,119000
1260,NAmes,1Story,1969,HdBoard,TA,Typ,7,WD,Normal,151000
1262,NAmes,1Story,1956,MetalSd,TA,Typ,6,WD,Normal,128900
1296,NAmes,1Story,1968,HdBoard,TA,Typ,11,WD,Normal,138500
1297,NAmes,1Story,1963,MetalSd,TA,Typ,12,WD,Normal,155000
1300,NAmes,1Story,1959,BrkFace,TA,Typ,5,WD,Normal,154000
1321,NAmes,1Story,1957,BrkFace,TA,Typ,6,WD,Normal,156500
1341,NAmes,1Story,1971,MetalSd,TA,Typ,6,WD,Normal,123000
1357,NAmes,1Story,1966,HdBoard,TA,Typ,10,WD,Normal,110000
1382,NAmes,1Story,1970,BrkFace,TA,Typ,5,WD,Normal,237500
1413,NAmes,1Story,1949,BrkFace,TA,Typ,6,WD,Normal,90000
1437,NAmes,1Story,1971,HdBoard,TA,Typ,5,WD,Normal,120500
1459,NAmes,1Story,1950,MetalSd,TA,Typ,4,WD,Normal,142125
8,NWAmes,2Story,1973,HdBoard,TA,Typ,11,WD,Normal,200000
31,IDOTRR,2Story,1920,BrkFace,TA,Typ,7,WD,Normal,40000
64,OldTown,2Story,1921,Stucco,TA,Typ,4,WD,Normal,140000
80,OldTown,2Story,1910,Wd Sdng,TA,Typ,5,WD,Normal,110000
115,Crawfor,2Story,1945,Wd Sdng,TA,Typ,7,WD,Normal,259500
116,Somerst,2Story,1999,MetalSd,TA,Typ,6,WD,Normal,176000
119,SawyerW,2Story,1990,Plywood,TA,Typ,5,WD,Normal,320000
131,NAmes,2Story,1966,MetalSd,TA,Typ,5,WD,Normal,226000
153,NWAmes,2Story,1971,HdBoard,TA,Typ,6,WD,Normal,190000
182,Crawfor,2Story,1920,Stucco,TA,Typ,7,WD,Normal,200100
192,NAmes,2Story,1972,HdBoard,TA,Typ,6,WD,Normal,184000
196,NPkVill,2Story,1976,Plywood,TA,Typ,7,WD,Normal,148500
215,CollgCr,2Story,1977,HdBoard,TA,Typ,3,WD,Normal,161750
228,BrDale,2Story,1970,HdBoard,TA,Typ,9,WD,Normal,106000
233,BrDale,2Story,1972,HdBoard,TA,Typ,6,WD,Normal,94500
236,BrDale,2Story,1971,HdBoard,TA,Typ,8,WD,Normal,89500
244,SawyerW,2Story,1980,Plywood,TA,Typ,4,WD,Normal,120000
247,OldTown,2Story,1910,AsbShng,TA,Typ,4,WD,Normal,137000
280,ClearCr,2Story,1977,Plywood,TA,Typ,3,WD,Normal,192000
290,BrkSide,2Story,1915,Wd Sdng,TA,Typ,7,WD,Normal,153575
294,NWAmes,2Story,1977,Plywood,TA,Typ,3,WD,Normal,235000
311,Gilbert,2Story,1993,HdBoard,TA,Typ,5,WD,Normal,165600
315,OldTown,2Story,1925,Wd Sdng,TA,Typ,8,WD,Normal,178000
330,IDOTRR,2Story,1920,Wd Sdng,TA,Typ,7,WD,Normal,78000
345,MeadowV,2Story,1976,CemntBd,TA,Typ,4,WD,Normal,85000
364,BrDale,2Story,1972,HdBoard,TA,Typ,5,WD,Normal,118000
365,NWAmes,2Story,1976,HdBoard,TA,Typ,7,WD,Normal,190000
405,Gilbert,2Story,1995,MetalSd,TA,Typ,5,WD,Normal,168000
408,Crawfor,2Story,1915,Wd Sdng,TA,Typ,3,WD,Normal,177000
417,Sawyer,2Story,1978,HdBoard,TA,Typ,3,WD,Normal,149500
418,Crawfor,2Story,1918,Wd Sdng,TA,Typ,11,WD,Normal,239000
426,OldTown,2Story,1946,HdBoard,TA,Typ,9,WD,Normal,135000
459,OldTown,2Story,1925,Stucco,TA,Typ,6,WD,Normal,161000
464,Crawfor,2Story,1934,Stucco,TA,Typ,8,WD,Normal,188700
468,NAmes,2Story,1942,MetalSd,TA,Typ,6,WD,Normal,146500
472,NWAmes,2Story,1977,WdShing,TA,Typ,11,WD,Normal,190000
491,MeadowV,2Story,1976,CemntBd,TA,Typ,6,WD,Normal,115000
501,BrDale,2Story,1973,HdBoard,TA,Typ,5,WD,Normal,113000
505,NPkVill,2Story,1974,Plywood,TA,Typ,6,WD,Normal,147000
509,OldTown,2Story,1928,MetalSd,TA,Typ,10,WD,Normal,161000
521,OldTown,2Story,1900,MetalSd,TA,Typ,8,WD,Normal,106250
532,BrkSide,2Story,1920,Wd Sdng,TA,Typ,6,WD,Normal,128000
536,Edwards,2Story,1910,MetalSd,TA,Typ,1,WD,Normal,107500
559,Gilbert,2Story,1996,HdBoard,TA,Typ,8,WD,Normal,175000
566,SWISU,2Story,1915,Wd Sdng,TA,Typ,5,WD,Normal,128000
606,NAmes,2Story,1965,HdBoard,TA,Typ,10,WD,Normal,205000
608,Edwards,2Story,1948,MetalSd,TA,Typ,8,WD,Normal,225000
622,NWAmes,2Story,1974,HdBoard,TA,Typ,6,WD,Normal,240000
649,NAmes,2Story,1966,MetalSd,TA,Typ,6,WD,Normal,155000
652,Edwards,2Story,1940,MetalSd,TA,Typ,10,WD,Normal,108000
658,Crawfor,2Story,1931,Stucco,TA,Typ,2,WD,Normal,149000
661,NWAmes,2Story,1976,Plywood,TA,Typ,11,WD,Normal,197900
672,Edwards,2Story,1925,Wd Sdng,TA,Typ,7,WD,Normal,103600
676,NPkVill,2Story,1978,Plywood,TA,Typ,4,WD,Normal,148500
704,OldTown,2Story,1900,Wd Sdng,TA,Typ,5,WD,Normal,140000
717,OldTown,2Story,1890,Wd Sdng,TA,Typ,7,WD,Normal,159500
756,Somerst,2Story,1999,MetalSd,TA,Typ,3,WD,Normal,172500
759,Somerst,2Story,1999,MetalSd,TA,Typ,8,WD,Normal,179400
767,NWAmes,2Story,1988,HdBoard,TA,Typ,3,WD,Normal,196500
790,ClearCr,2Story,1966,HdBoard,TA,Typ,7,WD,Normal,187500
796,SawyerW,2Story,1980,HdBoard,TA,Typ,4,WD,Normal,171000
808,BrkSide,2Story,1923,Wd Sdng,TA,Typ,5,WD,Normal,223500
832,Somerst,2Story,2005,MetalSd,TA,Typ,6,WD,Normal,151000
838,BrDale,2Story,1973,HdBoard,TA,Typ,11,WD,Normal,100000
841,SWISU,2Story,1925,Wd Sdng,TA,Typ,3,WD,Normal,140000
842,OldTown,2Story,1904,MetalSd,TA,Typ,6,WD,Normal,157500
858,Gilbert,2Story,1994,HdBoard,TA,Typ,3,WD,Normal,174000
860,NWAmes,2Story,1968,HdBoard,TA,Typ,8,WD,Normal,250000
869,Gilbert,2Story,1948,Plywood,TA,Typ,5,WD,Normal,169000
892,Sawyer,2Story,1978,HdBoard,TA,Typ,7,WD,Normal,172500
896,NAmes,2Story,1963,HdBoard,TA,Typ,10,WD,Normal,140000
911,NAmes,2Story,1960,MetalSd,TA,Typ,1,WD,Normal,154300
914,Crawfor,2Story,1949,MetalSd,TA,Typ,8,WD,Normal,145000
916,MeadowV,2Story,1970,CemntBd,TA,Typ,1,WD,Normal,75000
928,NWAmes,2Story,1968,MetalSd,TA,Typ,4,WD,Normal,176000
930,Gilbert,2Story,1997,HdBoard,TA,Typ,11,WD,Normal,222000
956,Crawfor,2Story,1946,MetalSd,TA,Typ,8,WD,Normal,145000
957,Blueste,2Story,1980,MetalSd,TA,Typ,5,WD,Normal,124000
962,NWAmes,2Story,1977,HdBoard,TA,Typ,7,WD,Normal,272000
963,NPkVill,2Story,1976,Plywood,TA,Typ,7,WD,Normal,155000
975,BrkSide,2Story,1910,HdBoard,TA,Typ,10,WD,Normal,167500
989,NWAmes,2Story,1976,Plywood,TA,Typ,6,WD,Normal,195000
993,NAmes,2Story,1964,Wd Sdng,TA,Typ,7,WD,Normal,187000
1008,MeadowV,2Story,1970,CemntBd,TA,Typ,8,WD,Normal,88000
1013,Crawfor,2Story,1923,Wd Sdng,TA,Typ,8,WD,Normal,165000
1030,BrDale,2Story,1972,HdBoard,TA,Typ,5,WD,Normal,118000
1039,MeadowV,2Story,1970,CemntBd,TA,Typ,5,WD,Normal,97000
1042,NWAmes,2Story,1966,HdBoard,TA,Typ,7,WD,Normal,173000
1044,SawyerW,2Story,1990,HdBoard,TA,Typ,5,WD,Normal,262280
1068,NAmes,2Story,1964,HdBoard,TA,Typ,6,WD,Normal,167900
1072,NWAmes,2Story,1968,MetalSd,TA,Typ,5,WD,Normal,154000
1074,Edwards,2Story,1977,HdBoard,TA,Typ,7,WD,Normal,159500
1085,Gilbert,2Story,1995,HdBoard,TA,Typ,7,WD,Normal,187500
1087,MeadowV,2Story,1973,CemntBd,TA,Typ,5,WD,Normal,83500
1097,IDOTRR,2Story,1914,Wd Sdng,TA,Typ,3,WD,Normal,127000
1105,BrDale,2Story,1970,HdBoard,TA,Typ,4,WD,Normal,106000
1111,Gilbert,2Story,1995,HdBoard,TA,Typ,6,WD,Normal,188000
1112,NWAmes,2Story,1976,Plywood,TA,Typ,9,WD,Normal,205000
1133,OldTown,2Story,1880,Wd Sdng,TA,Typ,5,WD,Normal,117500
1142,NWAmes,2Story,1976,Plywood,TA,Typ,10,WD,Normal,197500
1148,Crawfor,2Story,1941,MetalSd,TA,Typ,7,WD,Normal,174500
1161,NPkVill,2Story,1978,Plywood,TA,Typ,7,WD,Normal,146000
1169,Edwards,2Story,1935,Stucco,TA,Typ,7,WD,Normal,235000
1175,Crawfor,2Story,1932,Wd Sdng,TA,Typ,7,WD,Normal,239000
1181,Timber,2Story,1990,MetalSd,TA,Typ,4,WD,Normal,250000
1195,Sawyer,2Story,1969,HdBoard,TA,Typ,3,WD,Normal,158000
1236,Crawfor,2Story,1914,Wd Sdng,TA,Typ,7,WD,Normal,138887
1245,Crawfor,2Story,1929,BrkFace,TA,Typ,6,WD,Normal,230000
1264,BrkSide,2Story,1919,Wd Sdng,TA,Typ,7,WD,Normal,180500
1276,NAmes,2Story,1948,AsbShng,TA,Typ,7,WD,Normal,137000
1277,NWAmes,2Story,1972,HdBoard,TA,Typ,12,WD,Normal,162000
1284,Mitchel,2Story,1971,MetalSd,TA,Typ,4,WD,Normal,139000
1292,BrDale,2Story,1972,CemntBd,TA,Typ,2,WD,Normal,119500
1294,NWAmes,2Story,1976,HdBoard,TA,Typ,3,WD,Normal,162900
1302,Crawfor,2Story,1942,Wd Sdng,TA,Typ,11,WD,Normal,177500
1316,NAmes,2Story,1969,HdBoard,TA,Typ,6,WD,Normal,206900
1350,OldTown,2Story,1872,MetalSd,TA,Typ,12,WD,Normal,122000
1351,NAmes,2Story,1969,MetalSd,TA,Typ,8,WD,Normal,200000
1352,NAmes,2Story,1962,HdBoard,TA,Typ,3,WD,Normal,171000
1361,SWISU,2Story,1921,MetalSd,TA,Typ,5,WD,Normal,189000
1368,MeadowV,2Story,1977,CemntBd,TA,Typ,7,WD,Normal,127000
1379,BrDale,2Story,1973,HdBoard,TA,Typ,6,WD,Normal,83000
1383,OldTown,2Story,1920,Wd Sdng,TA,Typ,10,WD,Normal,157000
1387,NWAmes,2Story,1978,Plywood,TA,Typ,7,WD,Normal,250000
1398,BrkSide,2Story,1920,MetalSd,TA,Typ,5,WD,Normal,137500
1410,NWAmes,2Story,1986,Plywood,TA,Typ,11,WD,Normal,215000
1421,NWAmes,2Story,1968,HdBoard,TA,Typ,5,WD,Normal,179900
86,NoRidge,2Story,1991,HdBoard,Gd,Typ,4,WD,Normal,260000
102,SawyerW,2Story,1985,HdBoard,Gd,Typ,6,WD,Normal,178000
173,StoneBr,2Story,1987,HdBoard,Gd,Typ,6,WD,Normal,239000
177,ClearCr,2Story,1988,Plywood,Gd,Typ,9,WD,Normal,211000
181,Somerst,2Story,2000,MetalSd,Gd,Typ,6,WD,Normal,177000
209,SawyerW,2Story,1988,Plywood,Gd,Typ,4,WD,Normal,277000
238,SawyerW,2Story,1993,HdBoard,Gd,Typ,2,WD,Normal,194500
281,SawyerW,2Story,1989,Plywood,Gd,Typ,1,WD,Normal,228500
299,NWAmes,2Story,1968,HdBoard,Gd,Typ,6,WD,Normal,175000
307,SawyerW,2Story,1990,HdBoard,Gd,Typ,6,WD,Normal,225000
317,NWAmes,2Story,1980,CemntBd,Gd,Typ,8,WD,Normal,260000
319,NoRidge,2Story,1993,HdBoard,Gd,Typ,4,WD,Normal,260000
323,SawyerW,2Story,1986,Plywood,Gd,Typ,8,WD,Normal,301000
378,Somerst,2Story,2004,CemntBd,Gd,Typ,12,WD,Normal,340000
385,ClearCr,2Story,1992,HdBoard,Gd,Typ,6,WD,Normal,240000
400,Somerst,2Story,2006,CemntBd,Gd,Typ,10,WD,Normal,241000
462,SWISU,2Story,1936,Wd Sdng,Gd,Typ,4,WD,Normal,155000
470,SawyerW,2Story,1993,HdBoard,Gd,Typ,6,WD,Normal,187000
520,Crawfor,2Story,1926,MetalSd,Gd,Typ,6,WD,Normal,234000
565,NoRidge,2Story,1992,HdBoard,Gd,Typ,7,WD,Normal,268000
604,Somerst,2Story,2004,MetalSd,Gd,Typ,6,WD,Normal,151000
624,Somerst,2Story,2000,MetalSd,Gd,Typ,6,WD,Normal,168500
651,Somerst,2Story,2007,CemntBd,Gd,Typ,5,WD,Normal,205950
688,Somerst,2Story,2004,MetalSd,Gd,Typ,3,WD,Normal,148800
692,NoRidge,2Story,1994,HdBoard,Ex,Typ,1,WD,Normal,755000
693,Timber,2Story,1989,MetalSd,Gd,Typ,4,WD,Normal,335000
715,Sawyer,2Story,1976,HdBoard,Gd,Typ,3,WD,Normal,130500
719,NoRidge,2Story,1993,Wd Sdng,Gd,Typ,8,WD,Normal,341000
748,OldTown,2Story,1880,Stucco,Gd,Typ,5,WD,Normal,265979
793,NoRidge,2Story,1996,MetalSd,Gd,Typ,6,WD,Normal,269790
795,Gilbert,2Story,1994,MetalSd,Gd,Typ,10,WD,Normal,194500
803,CollgCr,2Story,2005,WdShing,Gd,Typ,10,WD,Normal,189000
830,Somerst,2Story,2005,MetalSd,Gd,Typ,7,WD,Normal,147400
847,SawyerW,2Story,1993,HdBoard,Gd,Typ,7,WD,Normal,213000
870,SawyerW,2Story,1993,MetalSd,Gd,Typ,6,WD,Normal,236000
919,SawyerW,2Story,1991,HdBoard,Gd,Typ,11,WD,Normal,238000
921,SawyerW,2Story,1994,HdBoard,Gd,Typ,7,WD,Normal,201000
960,Somerst,2Story,1999,MetalSd,Gd,Typ,5,WD,Normal,155000
976,Somerst,2Story,2000,MetalSd,Gd,Typ,4,WD,Normal,165000
984,CollgCr,2Story,2002,CemntBd,Gd,Typ,5,WD,Normal,255900
992,OldTown,2Story,1882,Wd Sdng,Gd,Typ,11,WD,Normal,168000
1058,NoRidge,2Story,1994,HdBoard,Gd,Typ,1,WD,Normal,248000
1066,ClearCr,2Story,1996,Wd Sdng,Gd,Typ,4,WD,Normal,328000
